word,log_cnt
mujeriego,3.079181
mujica,0.477121
mula,3.442323
muleta,2.62941
mulita,1.255273
mullido,1.973128
mulo,2.311754
multa,3.659821
múltiple,3.281715
múltiples,3.617943
multiplicación,2.09691
multiplicar,2.599883
multiplicidad,1.838849
múltiplo,1.568202
multitud,3.851564
mundano,2.553883
mundial,4.208952
mundo,5.509293
mundos,3.754807
municipal,3.280578
municipalidad,2.635484
municipio,2.922206
muñeca,4.111968
muñecas,3.646502
muñeco,3.590953
muñecos,3.182415
muralla,3.196453
murciélago,3.376212
murga,1.929419
murmullo,2.773786
murmurar,2.439333
muro,3.983807
muros,3.598681
musa,3.102777
muscular,3.184407
musculatura,2.346353
músculo,3.409087
músculos,3.700531
musculosa,2.127105
musculoso,2.858537
museo,4.032296
musgo,2.829304
música,4.80497
musical,3.842484
músico,3.600864
músicos,3.522835
muslo,3.194237
mutación,3.144574
mutante,3.305351
mutar,2.262451
mutilar,2.369216
mutualista,1.361728
mutuo,3.31597
muy,6.078407
nabo,2.775246
nacer,3.73512
nacido,4.053655
nacimiento,4.011274
nación,4.106871
nacional,4.342581
nacionales,3.396374
nacionalidad,2.935003
naciones,3.719994
nada,5.992502
nadador,3.01368
nadar,4.06262
nadie,5.592661
nado,2.937518
nafta,2.558709
naipes,3.031004
nalga,2.668386
nalgas,3.295787
naranja,3.894427
naranjas,3.290035
narcisismo,2.448706
narcisista,2.892095
narciso,2.469822
narco,2.50515
narcótico,2.454845
nariz,4.390529
narración,2.726727
narrador,2.808886
narrar,2.264818
narrativa,2.515874
nasa,3.462398
nasal,2.955688
nata,3.095518
natación,3.157154
natal,3.430881
natalidad,2.468347
nativa,2.69897
nativo,3.046885
nativos,3.430236
nato,2.910091
natural,4.302893
naturales,3.589503
naturaleza,4.400693
naufragar,2.025306
naufragio,3.012415
náufrago,2.334454
náusea,2.61595
nauseabundo,2.426511
náuseas,3.41797
navaja,3.712818
naval,3.414137
nave,4.782107
navegación,3.439175
navegador,2.659916
navegante,2.940516
navegar,3.571592
navidad,4.640462
navío,2.984977
nazi,3.641177
nazis,3.749272
neblina,2.978637
nebulosa,3.042576
necedad,2.193125
necesaria,3.63488
necesarias,3.382737
necesario,4.66861
necesarios,3.418301
necesidad,4.258565
necesidades,3.804139
necesita,5.061592
necesitado,3.329805
necesitar,4.287219
necesito,5.433554
necio,3.170262
necios,2.650308
néctar,2.789581
nefasto,2.733197
negación,3.28892
negado,3.378216
negador,1.176091
negar,3.67532
negarse,3.367915
negativa,3.544812
negativas,2.979548
negatividad,2.583199
negativo,4.034588
negativos,3.224792
negligencia,3.198932
negligente,2.749736
negociación,3.350054
negociador,2.884229
negociar,3.851442
negocio,4.731153
negocios,4.638868
negra,4.333246
negras,3.755417
negro,4.783589
negros,4.310034
nena,4.579166
nenas,3.174932
nene,3.910464
nenes,2.499687
neo,3.531096
neoliberalismo,1.579784
neonato,1.255273
nervio,3.205475
nervios,3.93922
nerviosa,4.119817
nerviosismo,2.614897
nervioso,4.382305
neto,2.996949
neumático,3.246991
neurona,2.143015
neuronas,2.932474
neurosis,2.761928
neurótico,2.705008
neutral,3.351216
neutro,2.472756
nevada,3.503246
newton,3.38507
nexo,2.562293
nido,3.743823
niebla,3.803935
nieta,3.470557
nieto,3.779957
nietos,3.582972
nieve,4.214022
nike,2.768638
nilo,3.03543
ninfa,2.528917
ninguna,5.067904
ningunear,0.477121
ninguno,4.600167
ninja,3.333649
niña,4.863745
niñas,4.257174
niñera,3.918973
niñez,3.448397
niño,5.100429
niños,5.1516
nitidez,1.939519
nítido,2.227887
nivel,4.493235
nivelado,2.40654
nivelar,2.320146
niveles,3.871923
nobel,3.170848
noble,4.050186
nobles,3.542576
nobleza,3.260787
noche,5.619881
noches,5.126576
noción,3.31973
nocivo,2.178977
nocturno,3.748266
nombramiento,2.922725
nombrar,3.414806
nombre,5.395753
nombres,4.438447
nomenclatura,1.892095
norma,3.624901
normal,4.694903
normalidad,3.564666
normas,3.810569
normativa,2.267172
norte,4.592798
norteamérica,3.250176
nos,6.00052
nosotras,4.267711
nosotros,5.596324
nostalgia,3.213252
nota,4.485224
notable,3.40654
notar,3.548881
notas,4.191395
notebook,2.049218
noticia,4.400469
noticias,4.796116
noticiero,3.196176
notificación,2.876218
notorio,2.652246
novato,3.755417
novedad,3.626648
novedades,3.413467
novedoso,2.587711
novela,3.880699
novelas,3.452247
noventa,3.352375
novia,4.756058
noviazgo,2.620136
noviembre,3.849358
novio,4.635091
novios,3.71391
nube,3.738305
nubes,3.937568
nublado,2.984527
nublarse,1.612784
nuboso,1.623249
nuca,3.466126
nuclear,3.958134
núcleo,3.691789
nudo,3.414639
nudos,3.420286
nueces,3.498724
nuera,3.184123
nuestra,5.365057
nuestro,5.430833
nuestros,5.096938
nueva,5.162618
nuevamente,4.113509
nuevas,4.347115
nueve,4.473385
nuevo,5.432387
nuevos,4.437338
nuez,3.234264
nula,2.60206
nulo,2.854306
numeración,1.869232
numeral,1.612784
numerar,1.491362
numérica,2.564666
numérico,2.173186
número,5.011773
números,4.275012
nunca,5.787634
nurse,2.093422
nutria,2.568202
nutrición,2.738781
nutricionista,2.152288
nutriente,1.716003
nutrientes,2.826075
nutrir,2.164353
nutritivo,2.522444
oasis,2.936514
obedecer,3.558589
obediencia,3.149835
obediente,3.058046
obelisco,2.32838
obesa,2.348305
obesidad,2.673021
obeso,2.599883
obispo,3.644832
objetiva,2.808886
objetividad,2.673942
objetivo,4.441884
objetivos,3.738146
objeto,4.019158
objetos,3.885813
obligación,3.675045
obligaciones,3.462098
obligado,3.839289
obligar,3.139879
obligatorio,3.104828
obnubilado,1.491362
obra,4.509337
obrar,2.585461
obras,3.910944
obrero,3.303628
obreros,3.584105
obsceno,3.002598
obsecuente,1.740363
obsequiar,1.591065
obsequio,3.268578
observa,3.762754
observable,1.653213
observación,3.706035
observado,3.310481
observador,3.371806
observar,3.70774
observo,3.05423
obsesión,3.625724
obsesivo,2.94939
obsoleto,2.636488
obstaculizar,2.30963
obstáculo,3.42586
obstáculos,3.3485
obstinado,3.054996
obstrucción,3.156246
obstruir,2.468347
obtener,4.259307
obtenido,3.347135
obtiene,3.39585
obturar,0.954243
obtuso,2.374748
obvio,4.127882
oca,2.472756
ocasión,4.133539
ocasional,2.848805
ocaso,3.072985
occidente,3.287802
océano,4.07144
océanos,3.213252
ocho,4.632913
ocio,2.812913
ocioso,2.38739
ocre,2.267172
octava,3.104828
octavo,3.368473
octubre,3.903307
ocular,3.139249
oculista,2.257679
oculta,3.769008
ocultamiento,2.403121
ocultar,3.855822
ocultarse,3.343212
oculto,3.725422
ocultos,3.279211
ocupa,3.609488
ocupación,3.494989
ocupado,4.525731
ocupar,3.592843
ocuparse,3.74935
ocurre,4.793944
ocurrencia,2.550228
ocurrente,2.267172
ocurrido,4.324097
ocurrió,4.613852
odia,4.156731
odiado,3.165541
odiar,3.493876
odio,4.815166
odiosa,2.872156
odioso,3.119256
odontólogo,1.845098
oeste,4.408528
ofender,3.679246
ofensa,3.228913
ofensivo,3.237795
oferta,4.307924
ofertas,3.398114
off,3.363988
oficial,4.734248
oficina,4.899038
oficinas,3.658011
oficio,3.687351
ofrece,3.90585
ofrecer,3.849297
ofrecimiento,2.881955
ofrenda,3.131939
ofuscado,1.934498
ogro,3.362859
oído,4.891833
oídos,3.954098
oigo,4.240649
oír,4.610053
ojal,2.567026
ojalá,4.56023
ojear,1.995635
ojo,4.52385
ojos,5.117467
ojotas,1.431364
ola,3.810837
olas,3.739097
oleaje,2.568202
óleo,2.463893
oler,3.755036
olfatear,2.372912
olfato,3.187803
oligarca,1.30103
oligarquía,1.913814
olimpíadas,2.594393
olímpico,2.960471
olimpo,2.880242
oliva,2.995635
olivo,2.549003
olla,3.371806
ollas,2.729974
olor,4.24182
olores,3.031408
olorosa,2.0
oloroso,2.571709
olvidadizo,2.311754
olvidado,4.423164
olvidar,4.260691
olvido,3.926959
ombligo,3.139879
ominoso,1.748188
omisión,2.515874
omitir,2.399674
ómnibus,2.943
omnipotente,2.642465
once,3.944384
oncología,2.552668
onda,3.87303
ondas,3.587374
ondulación,1.662758
ondulado,2.334454
oneroso,1.342423
onomatopeya,1.278754
onza,2.793092
opa,2.212188
opacidad,1.361728
opaco,1.944483
opción,4.405056
opcional,2.64836
opciones,4.040958
ópera,3.796782
operación,4.428588
operaciones,4.061226
operar,3.63367
operario,2.429752
operativo,3.36135
opinar,3.003461
opinión,4.565588
opiniones,3.568084
opio,3.225826
oponente,3.450557
oponer,2.38739
oponerse,3.197556
oportunidad,4.989352
oportunidades,3.861773
oportunista,2.70927
oportuno,3.424718
oposición,3.398461
opositor,2.260071
opresión,3.067815
opresor,2.546543
oprimido,2.535294
oprimir,2.580925
optar,2.561101
óptica,2.897077
óptico,2.792392
optimismo,3.021603
optimista,3.46568
optimizar,1.869232
optimo,1.954243
óptimo,2.79588
opuesto,3.53199
opuestos,3.028164
opulencia,2.120574
oración,3.685742
oraciones,3.566202
orador,3.017451
oral,3.327767
orangután,2.518514
orar,3.021189
orate,2.143015
oratoria,2.201397
órbita,3.630123
orca,2.396199
orden,4.874447
ordena,3.661055
ordenada,3.03583
ordenado,3.739018
ordenador,3.934549
ordenamiento,1.672098
ordenanza,2.924279
ordenar,3.630326
órdenes,4.584975
ordeñar,2.740363
ordinaria,3.130655
ordinario,3.394277
orégano,2.434569
oreja,3.860278
orejas,3.90064
orfanato,3.461198
orgánica,3.054996
orgánico,3.144574
organismo,3.473195
organismos,3.105169
organiza,3.136403
organización,4.022923
organizaciones,3.190332
organizado,3.679246
organizador,2.736397
organizar,3.703291
órgano,3.375481
órganos,3.690107
orgasmo,3.417306
orgullo,4.143046
orgullosa,4.052809
orgulloso,4.346939
orientación,3.355452
orientado,2.296665
oriental,3.544936
orientales,3.028164
orientar,2.149219
oriente,3.685831
orificio,2.9154
origen,3.837399
orígenes,3.077004
original,4.173303
originales,3.486714
originalidad,2.5302
originario,2.274158
originarios,1.845098
orilla,3.684307
orina,3.701136
orinar,3.644734
oriundo,2.143015
ornamento,2.049218
ornato,0.954243
ornitorrinco,2.139879
oro,4.630967
orquesta,3.610447
orquídea,3.015779
orto,2.540329
ortodoncia,2.468347
ortografía,2.968016
oruga,3.019116
osa,3.127753
osadía,2.727541
osado,2.955207
osamenta,1.278754
osar,1.812913
oscura,3.852602
oscuras,3.65696
oscurecer,2.695482
oscuridad,4.351236
oscuro,4.350771
oscuros,3.578181
óseo,2.33646
osito,3.347915
oso,4.15186
osos,3.692583
ostentación,2.206826
ostentar,1.857332
ostentoso,2.595496
ostra,2.788875
otear,0.477121
otoño,3.748731
otorga,2.982271
otorgar,2.574031
otra,5.612779
otras,4.836577
otredad,0.90309
otro,5.518165
otros,5.107969
ovarios,2.715167
oveja,3.472025
ovejas,3.700704
ovillo,2.278754
ovino,1.20412
ovíparo,0.90309
ovni,3.130655
ovnis,3.069298
óvulo,2.667453
oxidado,3.03543
óxido,3.009026
oxígeno,3.896636
oye,5.327124
oyente,2.703291
ozono,2.761176
pablo,3.65887
pachorra,0.30103
paciencia,4.161488
paciente,4.509135
pacientes,4.221883
pacífico,3.743039
pactar,2.41162
pacto,3.643058
padecer,2.382017
padecimiento,2.518514
padrastro,3.402949
padre,5.578645
padres,4.92627
paella,2.456366
paga,4.363499
paganismo,1.845098
pagano,2.900367
pagar,4.72073
página,4.116674
páginas,3.843855
pago,4.311733
pagos,3.437275
país,4.901246
paisaje,3.534153
paisajes,2.974512
paisano,2.912753
países,3.901186
paja,3.50664
pajarito,3.487704
pájaro,4.155973
pájaros,4.004364
pajero,2.546543
pala,3.462997
palabra,4.927812
palabras,4.807494
palabrota,2.382017
palacio,4.127526
paladar,2.954725
palanca,3.485437
palco,3.122544
palermo,3.014521
paleta,3.022016
pálido,3.434409
palillo,2.827369
palillos,2.983626
palito,2.771587
palitos,2.910624
paliza,4.041827
palma,3.456214
palmas,3.144885
palmera,2.603144
palmeras,2.876795
palo,3.964731
paloma,3.518514
palomas,3.377488
palos,3.584783
palpable,2.414973
palpar,2.10721
palpitaciones,2.627366
pálpito,2.247973
palta,1.69897
pampa,2.276462
pan,4.408359
panacea,1.886491
panadería,3.210319
panaderías,1.880814
panadero,2.999565
panal,2.683947
pancarta,2.437751
pancho,2.960946
panchos,1.908485
panda,3.467312
pandemia,2.230449
pandereta,2.374748
pandilla,3.835944
panes,2.691965
pánico,4.064944
panorama,3.176381
pantalla,4.067406
pantalón,3.404834
pantalones,4.403412
pantano,3.655138
pantera,3.12156
pantorrilla,2.485721
pantuflas,2.794488
panza,3.392169
pañal,3.169086
pañales,3.52763
paño,2.855519
pañuelo,3.708081
pañuelos,3.021603
papa,4.443982
papá,5.414425
papas,3.879669
papaya,2.598791
papel,4.635031
papeleo,3.615319
papelera,2.892651
papeles,4.277174
papeleta,2.33646
papitas,2.689309
paquete,4.184067
paquetes,3.575072
par,4.933153
para,6.477336
paracaídas,3.513084
parada,4.109815
paradigma,2.621176
parado,4.187267
paradoja,3.005181
paraguas,3.445293
paraguay,2.561101
paraguaya,1.113943
paraíso,4.00638
paraje,2.123852
paralela,2.631444
paralelas,2.617
paralelo,3.127105
parálisis,3.198932
paralítico,2.827369
paralizado,3.223496
paralizar,2.426511
parámetro,2.103804
paranoia,3.339253
paranoico,3.543199
paranormal,2.966142
parar,4.520287
pararse,3.451018
parásito,3.295567
parásitos,3.263636
parca,2.522444
parche,3.190892
parcial,3.385964
parciales,2.731589
parcialidad,2.103804
parco,1.90309
pardo,2.647383
pare,4.114711
parece,5.5952
parecer,4.457109
parecido,4.252683
parecidos,3.289812
pared,4.399068
paredes,4.063071
paredón,2.436163
pareja,4.423901
parejas,3.797821
parejo,2.664642
parejos,2.646404
parental,2.041393
parentela,1.361728
parentesco,2.699838
pares,3.880699
paria,2.562293
pariente,3.664548
parientes,3.808616
parir,2.818226
parís,4.468451
parka,1.913814
parking,2.972203
parla,1.80618
parlamentario,2.401401
parlamento,3.530712
parlanchín,2.437751
parlante,2.78746
paro,3.777064
párpado,2.25042
parque,4.305072
parques,3.20412
parra,2.4133
párrafo,3.16346
párrafos,2.357935
parrilla,3.278525
parroquia,3.217747
parte,5.371173
partes,4.626371
participación,3.457276
participante,2.730782
participar,3.843669
partícula,3.0086
particular,4.075948
particularidad,2.004321
partículas,3.552181
partida,3.992156
partidario,2.796574
partido,4.547615
partidos,3.554731
partir,4.415491
partitura,2.711807
parto,3.73424
pasa,5.534003
pasada,4.37623
pasadizo,2.869818
pasado,5.252741
pasador,2.509203
pasados,3.393575
pasaje,3.707655
pasajero,3.568554
pasajeros,3.934195
pasajes,3.343606
pasaporte,3.924434
pasar,5.145367
pasarela,3.012415
pasas,3.987488
pasatiempo,3.346353
pasatiempos,2.859138
pascua,3.474799
pascuas,2.87564
pase,4.755288
pasear,3.831934
paseo,4.320624
paseos,3.091315
pasillo,4.098886
pasión,4.043834
pasional,2.794488
pasividad,2.089905
pasivo,2.811575
pasmado,2.741939
paso,4.919397
pasó,5.19182
pasos,4.121691
password,2.173186
pasta,4.033021
pastar,2.409933
pastas,2.767898
pastel,4.284431
pastelería,2.968483
pasteles,3.658298
pastilla,3.447933
pastillas,3.978226
pastizal,1.770852
pasto,3.364176
pastor,3.895588
pastos,2.848189
pastoso,1.857332
pastura,1.90309
pata,4.060509
patada,3.780533
patagonia,2.369216
patas,3.835691
patear,3.524396
patente,3.058426
paternidad,3.07664
patético,3.892484
patín,2.33646
patinar,3.211921
patineta,2.724276
patio,4.038342
patito,2.872739
pato,3.806926
patología,2.885361
patos,3.394802
patria,3.745699
patriarcado,1.50515
patrimonio,3.109916
patrio,1.462398
patriota,3.25479
patriótico,2.748963
patrocinio,2.664642
patrón,4.059488
patrones,3.552181
paupérrimo,0.90309
pausa,3.568084
pausado,1.845098
pauta,2.673942
pautas,2.706718
pava,2.40824
pavada,2.313867
pavimento,2.820858
pavo,3.825491
pavor,2.716838
payaso,3.936313
payasos,3.556061
paz,4.940447
peaje,2.894316
peatón,2.528917
peatonal,2.332438
peatones,2.625312
pecado,4.084219
pecador,3.25479
pecados,3.908056
pecaminoso,2.403121
pecas,2.916454
pecera,2.962369
peces,4.075109
pecho,4.277907
pechos,3.814514
peculiar,3.367915
peculiaridad,2.082785
pedagogía,1.690196
pedal,2.861534
pedante,2.745075
pedazo,4.258996
pedazos,4.112806
pedido,4.432825
pedir,4.511683
pedo,3.449633
pedofilia,2.155336
pedófilo,2.906335
pedro,3.87017
pega,3.729165
pegado,3.804344
pegados,3.053463
pegajosa,2.897627
pegajoso,3.063709
pegamento,3.29292
pegar,3.708591
pegatina,2.498311
pegote,2.021189
peinado,3.473487
peinados,2.557507
peinar,2.580925
peine,3.16465
pelada,2.462398
pelado,3.000868
pelaje,2.691965
pelar,2.885926
peldaño,2.61066
pelea,4.562971
peleador,2.881955
peleadora,2.133539
pelear,4.448923
peleas,3.933538
pelícano,2.482874
película,4.847079
películas,4.390016
peligro,4.633388
peligros,3.421275
peligrosa,3.960994
peligrosas,3.515874
peligroso,4.569245
peligrosos,3.733919
pelirrojo,3.0
pellejo,3.467016
pellizco,2.657056
pelo,4.717978
pelos,3.658584
pelota,4.182101
pelotas,4.018368
peluca,3.489818
peluche,3.247482
peluda,2.905256
peludo,3.258637
peludos,2.826723
peluquería,3.237041
peluquero,3.13258
pelusa,2.755875
pelvis,2.941511
pena,4.776476
penal,3.333246
penalización,2.39794
penar,1.778151
penas,3.563244
pendejo,3.825231
pendiente,3.71054
pendientes,3.580925
pene,4.096979
penetración,2.979093
penetrante,2.684845
penetrar,3.25042
penicilina,2.992554
penitencia,3.101403
penoso,3.058046
pensado,4.584535
pensador,2.755112
pensamiento,4.00445
pensamientos,4.097466
pensando,4.939739
pensante,2.30963
pensantes,1.944483
pensar,5.028177
pensativo,2.50515
pensión,3.765743
pentagrama,2.488551
penumbra,2.697229
peña,2.802774
peón,3.181272
peor,4.878188
pepa,2.459392
pepe,3.164353
pepinillo,2.633468
pepino,3.043755
peque,2.431364
pequeña,4.907427
pequeñas,4.20055
pequeñez,2.419956
pequeñito,3.226858
pequeño,5.047843
pequeños,4.375993
pera,3.043362
percance,2.587711
percepción,3.351796
percha,2.571709
percibir,3.001734
percusión,2.495544
perdedor,3.935003
perder,4.820838
perderse,3.574263
perdición,3.237544
perdida,4.120738
pérdida,4.232055
perdidas,3.504607
pérdidas,3.498448
perdido,4.858062
perdidos,3.920593
perdón,4.917033
perdona,4.462218
perdonar,3.680063
perdonas,3.270213
perdura,2.561101
perdurable,2.117271
perdurar,2.352183
perecer,2.394452
perejil,2.563481
perenne,2.164353
pérez,3.093772
pereza,2.836324
perezoso,3.171726
perfección,3.594614
perfeccionar,2.718502
perfeccionista,2.606381
perfecta,4.342679
perfecto,4.82076
perfil,3.882297
perforar,3.038223
perfumado,2.522444
perfume,3.801815
perfumes,2.885361
pergamino,3.189209
perico,2.418301
perímetro,3.774079
periódico,4.314499
periodismo,3.292256
periodista,3.974327
periodistas,3.676145
período,3.788168
perito,2.603144
perjudicar,2.799341
perjudicial,2.887054
perjuicio,2.536558
perjurio,3.019947
perla,3.572174
perlas,3.494711
permanece,3.666892
permanecer,4.042969
permanencia,2.537819
permanente,3.745933
permisivo,1.748188
permiso,4.682299
permitido,3.846523
permitir,4.133954
pero,6.395798
perón,2.247973
peronismo,0.845098
peronista,1.556303
perpendicular,2.041393
perpetua,3.514149
perpetuo,2.580925
perplejo,2.773055
perra,4.625775
perrito,3.802979
perro,4.859853
perros,4.439633
persecución,3.644439
perseguido,3.31973
perseguir,3.551816
perseverancia,2.70757
perseverante,2.103804
perseverar,2.292256
persistencia,2.607455
persistente,3.082785
persistir,2.060698
persona,5.116621
personaje,4.078457
personajes,3.769451
personal,4.712591
personales,3.990738
personalidad,3.938019
personalidades,3.238046
personalizado,2.212188
personas,5.135206
perspectiva,3.747412
perspicacia,2.593286
perspicaz,2.914343
persuadir,2.91698
persuasivo,2.842609
pertenece,4.246523
pertenecer,3.165244
perteneciente,2.523746
pertenencia,2.431364
pertenencias,3.332438
pertinaz,1.380211
pertinente,2.802774
perturbado,3.15564
perturbador,2.993436
perú,3.133219
perversión,2.921686
perverso,3.236789
pervertido,3.741624
pesa,3.758685
pesada,3.771587
pesadas,3.246499
pesadez,2.243038
pesadilla,4.144138
pesadillas,3.776774
pesado,4.0291
pesados,3.454235
pesadumbre,1.913814
pesar,4.396757
pesas,3.352568
pesca,3.797683
pescado,4.157668
pescador,3.409087
pescados,3.012415
pescar,3.868527
pescuezo,2.937518
pesimismo,2.361728
pesimista,3.003461
pésimo,3.432488
peso,4.330495
pesos,3.430075
pestaña,2.498311
pestañas,2.908485
peste,3.60206
pestillo,2.617
petardo,2.609594
petición,3.880756
petisa,1.531479
petiso,1.968483
petróleo,3.886378
petulante,2.432969
peyorativo,1.851258
pez,4.166549
pezón,3.028164
pianista,3.28892
piano,4.061075
pibe,2.750508
pibes,2.133539
pica,3.464042
picada,3.021603
picado,3.346744
picadura,2.824776
picaduras,2.645422
picaflor,1.681241
pican,2.814248
picante,3.450403
picaporte,2.555094
picar,3.11694
picardía,2.033424
pícaro,2.80618
picasso,3.23477
picazón,2.725912
pichi,1.414973
pichón,2.804821
picnic,3.512551
pico,3.933234
picor,2.466868
picos,3.037825
pido,4.521857
pie,4.741286
piedad,3.995767
piedra,4.347428
piedras,4.055378
piel,4.462802
pieles,3.481012
piensa,4.868762
pienso,4.890097
pierde,4.128205
pierdo,3.872215
pierna,4.400952
piernas,4.457003
pies,4.620386
pieza,4.144481
piezas,3.974051
pija,3.055378
pijama,3.462548
pila,3.670431
pilar,3.233504
pilas,3.328991
píldora,3.407731
pileta,2.873321
pillo,3.476832
piloto,4.257535
pimentón,2.198657
pimienta,3.378398
pimiento,2.625312
pinball,2.578639
pincel,2.848189
pinceles,2.426511
pincha,2.534026
pinchar,2.780317
pinchazo,3.056142
pinche,3.15137
pinches,2.471292
pincho,2.587711
pinchos,2.409933
pino,3.317018
pinocho,3.067815
pinos,2.939519
pinta,3.961895
pintado,3.377852
pintar,3.786609
pintor,3.579097
pintoresco,2.812245
pintura,4.166785
pinturas,3.635986
pinza,2.986772
pinzas,3.272538
piña,3.229426
piñas,2.721811
piojo,2.418301
piojos,3.180699
piola,1.929419
pionero,2.866287
pipa,3.575765
piquete,2.609594
pirámide,3.425045
pirámides,3.177248
piraña,2.469822
pirata,3.773348
piratas,3.741939
piropo,2.432969
pirotecnia,2.133539
pirueta,2.311754
pis,3.561221
pisada,2.41162
pisado,3.019116
pisar,3.254548
piscina,4.078384
piscis,2.681241
piso,4.649695
pisos,3.755036
pisotear,2.528917
pista,4.483815
pistas,3.969649
pistola,4.558936
pito,3.745543
pitón,2.658011
pizarra,3.297979
pizarrón,2.654177
pizca,3.340444
pizza,4.076058
pizzas,3.262688
placa,4.000781
placenta,2.70757
placentero,3.080626
placer,4.730976
placeres,3.366983
plaga,3.612466
plagas,2.934498
plagio,2.466868
plan,4.872797
plana,3.475381
plancha,3.171434
planchado,2.507856
planchar,2.847573
planeación,2.32838
planeamiento,2.604226
planear,3.461048
planes,4.438368
planeta,4.579486
planetario,2.839478
planetas,3.658965
planicie,2.421604
planificación,3.02735
planificar,2.676694
planilla,2.593286
plano,3.876333
planos,3.804003
planta,4.163191
plantación,3.161667
plantar,3.329601
plantas,3.888123
plante,2.285557
plantear,2.60206
plantel,2.11059
planteo,2.40654
plasma,3.518119
plasmar,2.079181
plástica,3.219846
plástico,3.882126
plastilina,2.235528
plata,4.191311
plataforma,3.736954
plátano,3.213518
plateada,2.887054
plateado,3.184407
platillo,3.065206
platillos,2.883093
platino,3.061075
plato,4.095588
platón,2.920123
platos,3.943643
play,3.079181
playa,4.357516
playas,3.284431
plaza,4.00013
plazas,2.848189
plazo,3.796505
plegaria,3.100715
pleito,2.93852
plena,3.774444
plenitud,2.593286
pleno,3.540204
plexo,2.187521
pliego,1.819544
pliegue,2.472756
plomero,3.074085
plomo,3.546789
pluma,3.804071
plumas,3.614792
plural,2.901458
plus,3.104146
plusvalía,1.556303
población,3.82601
poblado,3.134496
pobre,4.756796
pobrecito,3.453012
pobres,4.177103
pobreza,3.594061
poca,4.020361
pocas,4.158031
poción,3.383097
poco,5.608734
pocos,4.338476
poda,1.929419
podar,2.552668
poder,5.118635
poderes,4.182415
poderío,2.556303
poderosa,3.875698
poderoso,4.138555
poderosos,3.591287
podio,2.834421
podredumbre,2.451786
podrida,3.271842
podrido,3.432969
poema,3.816308
poemas,3.490239
poesía,3.859018
poeta,3.755494
póker,3.328176
polar,3.19201
polen,2.85309
polenta,2.399674
policía,5.259446
policial,3.80679
policías,4.405841
polilla,2.848189
polis,3.669875
política,4.37317
políticas,3.614264
político,3.923244
políticos,3.872098
póliza,3.33726
pollera,2.389166
polleras,1.748188
pollito,2.790988
pollitos,2.594393
pollo,4.274666
pollos,3.459242
polo,3.681964
polonio,1.90309
polos,2.767898
polución,2.628389
polvo,4.292323
pólvora,3.487421
pomada,2.802089
pomelo,2.572872
pomo,2.577492
pompa,2.501059
pompas,2.454845
pomposo,2.728354
poncho,2.679428
ponderar,1.518514
pone,4.572639
ponencia,2.029384
poner,4.797461
ponerse,4.339829
pongo,4.245266
poniente,2.269513
pony,3.281488
ponzoña,1.812913
pool,2.915927
pop,3.614897
popeye,2.959041
popular,4.03543
populares,3.321184
popularidad,3.162863
populismo,0.90309
poquito,4.17438
por,6.678884
porcelana,3.154728
porcentaje,3.435048
porcino,1.977724
porción,3.325926
porciones,2.828015
porfiado,1.633468
porno,3.83803
pornográfico,2.437751
poros,2.727541
poroto,1.886491
porotos,2.344392
porque,5.844847
porquería,4.000174
porro,3.23147
portada,3.639785
portafolio,2.949878
portátil,3.479143
porte,3.026533
porteño,1.146128
portero,3.64197
portland,3.311118
portón,3.208441
porvenir,2.975432
posada,3.412293
posar,2.958564
pose,3.07664
posee,3.639088
poseedor,2.416641
poseer,3.227887
posesión,3.772542
posesiones,3.22917
posesivo,2.472756
posgrado,2.4843
posibilidad,4.373703
posibilidades,4.125416
posible,4.992297
posiblemente,3.955255
posibles,3.769156
posición,4.583584
posiciones,3.723127
positiva,3.498586
positivas,2.769377
positividad,1.763428
positivismo,1.633468
positivo,3.881156
positivos,3.058046
posponer,3.099681
posta,2.58995
postal,3.654946
poste,3.423246
póster,2.955207
postergado,1.954243
postergar,2.303196
posterior,3.301247
postre,3.81124
postres,2.979548
postura,3.566084
posturas,2.564666
potable,2.905796
potasio,3.012415
pote,2.680336
potencia,3.896471
potencial,3.82601
potente,3.428459
potrero,1.612784
potrillo,2.346353
potro,3.064083
powerpoint,2.071882
pozo,3.930592
pozos,3.247973
práctica,4.001128
practicar,3.852968
practicidad,1.361728
práctico,3.476687
pradera,3.128722
prado,3.327972
pragmático,2.294466
precaria,2.550228
precario,2.296665
precaución,3.518646
precavido,2.870989
preciado,3.124178
precio,4.508031
precios,3.660865
preciosa,4.373059
preciosas,3.537693
precioso,4.250835
preciosos,3.47041
precipicio,3.18949
precisa,3.495683
precisar,2.718502
precisión,3.472756
preciso,3.933639
precoz,2.722634
predecible,3.070776
predecir,3.361539
predicado,1.982271
predicar,2.892651
predicción,2.980912
predilecto,2.372912
predio,1.913814
predisposición,2.559907
predispuesto,2.164353
predominante,2.041393
preferencia,3.066326
preferido,3.677698
preferir,2.451786
prefijo,2.594393
pregunta,4.986606
preguntar,4.367729
preguntas,4.824913
prehistoria,2.220108
prehistórico,2.465383
prejuicio,2.926342
prejuicios,3.281033
prejuzgar,1.724276
premiado,2.583199
premiar,2.198657
premio,4.242889
premios,3.570776
premonición,2.804139
prenda,3.218273
prendas,3.068928
prender,3.19173
prendido,2.932981
prensa,4.389662
preocupación,3.900367
