word,log_cnt
dad,3.244525
curativa,2.184691
escrutado,1.079181
intensos,2.782473
extensivos,1.342423
esfuerza,2.836324
frustra,2.332438
tentativa,2.829304
intercalar,1.724276
enroque,1.255273
erasmus,2.232996
intermediar,0.69897
interponer,2.238046
intervino,2.835691
acritud,1.690196
avariciosos,2.296665
convocado,3.067071
novedosos,1.531479
atractivos,3.037028
conversadores,1.69897
atraerse,1.230449
convocarse,0.845098
importarle,3.32838
importarse,1.322219
motivarse,1.863323
conveniencias,1.612784
motivaciones,2.477121
descontinuar,0.954243
ferro,2.380211
trancando,1.20412
arquitecta,1.991226
comisionista,1.230449
reconciliador,1.39794
interludio,1.924279
intervalo,2.863917
adentrar,1.30103
ambulatorio,2.20412
domiciliaria,1.544068
hospitalización,2.190332
hospitalizado,2.644439
ciberespacio,2.32838
conectividad,1.778151
multifuncional,1.431364
virtualidad,0.845098
interino,2.635484
aznar,1.278754
traductor,3.129368
poliglota,0.60206
averigua,3.643058
intro,2.075547
cruzamiento,0.845098
profesiones,2.561101
quirúrgica,2.788168
vísceras,2.491362
invade,2.929419
castas,2.453318
leproso,2.753583
lactosa,2.702431
matarlo,4.517644
envenenada,3.091667
zozobra,1.623249
alem,2.004321
beligerante,2.117271
determinativo,0.30103
incomprendidos,1.80618
trasgresor,1.380211
banalidad,2.139879
nimio,1.826075
transcendente,1.113943
cizaña,2.029384
conspirador,2.468347
espinado,0.477121
preámbulo,2.100371
prólogo,2.578639
presentado,3.693815
apretó,2.850646
comenzado,3.754348
insertado,2.143015
adentrarse,2.503791
analizarse,2.060698
autoanálisis,1.30103
pensarse,2.4133
peros,2.945961
polizón,2.595496
palpitar,2.136721
corazonada,3.391288
perceptivo,2.429752
sensitivo,2.264818
insisto,3.604118
anegado,1.447158
crecida,2.501059
estorbos,1.977724
inanes,0.60206
incoherentes,2.09691
ineficientes,1.863323
atomizar,1.39794
paralitica,0.60206
carísimo,2.468347
invulnerable,2.605305
vencible,0.90309
edison,3.09482
turca,2.79379
imaginado,3.654273
inventores,2.252853
ocurrencias,2.269513
medusas,2.671173
incursionar,1.643453
lianas,1.880814
cuantitativa,1.079181
hallador,0.69897
investigadora,2.89487
buscadores,2.773786
instigadores,1.845098
convido,1.748188
crudeza,2.100371
winter,3.131939
teatralidad,2.117271
intangibilidad,1.342423
naturalizado,1.342423
convide,1.113943
convidado,1.80618
comensal,1.431364
participo,2.588832
degradación,2.848189
mezcló,2.630428
afectivamente,1.20412
basicamente,3.004751
enredarse,2.399674
exponerte,2.684845
meterme,4.073058
naturalmente,4.049528
reflejos,3.324282
inocular,1.819544
vacunar,2.146128
gringa,1.977724
jeringas,2.63749
furibundo,1.763428
cromático,1.342423
eire,0.60206
guiness,1.944483
guinness,2.672098
insular,1.431364
nórdico,2.281033
burlón,2.274158
encubrimiento,2.946943
socarrón,1.230449
burlesco,1.681241
insidioso,2.240549
animalidad,1.079181
desquicio,1.278754
irrisorio,1.740363
surreal,1.78533
onírico,1.491362
desfigurado,2.597695
conocible,0.778151
indistinguible,1.838849
irreflexión,1.041393
nicolas,2.952792
anormalidad,2.498311
discontinuidad,1.50515
inconstancia,1.342423
irremplazables,1.845098
inconfundible,2.546543
irrestricto,1.30103
irreverencia,1.886491
ineducado,0.30103
irrespetuosidad,0.954243
contestador,3.282849
irrevocable,2.426511
reversible,2.252853
unilateral,2.428135
abastecimiento,2.820858
irrigar,2.093422
susceptibilidad,1.799341
embromado,1.113943
urdido,1.838849
enojad,0.30103
cáustico,1.875061
criticón,1.414973
irrita,2.928908
asquea,2.060698
infalible,2.96895
saliendo,4.371068
canarias,2.20412
gaviotas,2.960471
pax,2.378398
tigres,3.405176
archipiélago,2.220108
islotes,1.50515
archipiélagos,0.845098
baleares,1.431364
caimanes,2.833784
desiertas,2.356026
ínsulas,0.90309
palestina,3.1329
atentados,2.820201
hebreos,2.640481
irak,3.755341
israelita,2.260071
mezquita,3.111263
mustafá,2.230449
espaguetis,2.970347
itálico,0.69897
gritones,1.924279
incisos,0.60206
venia,3.203848
viajaba,3.067443
enarbolar,1.146128
levar,2.591065
zurda,2.572872
lateralidad,0.30103
jauja,1.380211
never,3.50188
serrano,2.640481
kamikaze,2.625312
nipona,1.80618
tokio,3.754195
cerezo,2.572872
cefalea,1.591065
elixir,2.879669
jacobo,2.515874
jalare,1.278754
floricultura,1.20412
huertas,1.863323
limonero,1.880814
floreados,1.414973
lesbianos,1.278754
patios,2.606381
guijarro,2.255273
copola,0.60206
coppola,2.264818
florea,1.20412
avecilla,1.447158
blue,3.651472
pue,2.569374
cuatriciclo,1.30103
descapotable,2.885926
mandataria,0.477121
mandona,2.633468
matriarcado,1.30103
superiora,2.937016
peje,1.230449
chotos,0.60206
trueques,1.78533
argot,2.352183
cristiandad,2.680336
inri,1.041393
pack,2.834421
burlador,1.176091
chingo,1.908485
embaucar,2.176091
fulero,1.041393
george,4.726613
jode,3.371806
dana,3.736715
laudo,1.342423
canelo,0.30103
columba,1.579784
desgarbado,1.968483
escoliosis,2.123852
nostradamus,2.752048
balizas,2.025306
josué,2.738781
sabía,5.210551
urquiza,0.90309
vicente,2.710117
hache,2.212188
aragonesa,0.477121
joviales,1.662758
cerebritos,2.318063
goya,2.55145
preciada,2.89487
valiosas,3.024896
bisutería,2.206826
platería,2.30103
suntuosa,1.973128
alhajero,1.612784
juanito,2.466868
manuel,3.481012
tenorio,1.80618
cubana,2.762679
escritora,3.338257
molina,2.61595
jubilo,2.08636
pensionado,1.959041
pensionista,1.875061
trabajó,3.857393
jubilarse,2.861534
perjudica,2.748188
israelí,3.098298
kipa,0.69897
nazaret,2.816904
sionista,2.292256
ortodoxos,2.44248
perseguidos,2.839478
segregados,1.69897
tacaños,2.457882
sudo,2.549003
arcontes,1.322219
juzgadores,0.477121
mandan,3.485295
verdugos,2.392697
garden,3.224792
didácticos,1.176091
entretenimientos,2.340444
magistrado,3.327563
partid,2.004321
partidas,2.919078
pensada,2.390935
competido,2.155336
impulsó,2.608526
participado,2.990339
retado,2.437751
apostador,2.919078
apostadores,2.623249
competidores,3.070407
divertirme,3.755112
mandarse,1.78533
venderse,2.919601
zumos,2.227887
gástricos,1.869232
sumos,1.959041
pulposa,1.113943
frotas,2.318063
mecano,1.20412
puzzles,2.232996
asambleas,2.227887
embargos,2.120574
orales,2.32838
silogismo,1.662758
veredictos,2.082785
mari,2.906335
roberto,3.467016
roberts,3.557627
boscosa,1.755875
senior,2.813581
amateur,3.039017
minera,2.725095
portugués,3.024896
acoplada,1.716003
amontonada,1.653213
reunida,2.577492
pegadas,2.614897
unes,3.034628
acompañadas,2.117271
separadas,3.341632
agrupo,0.30103
arrimados,1.041393
triunfaremos,2.287802
unísono,2.494155
bailando,3.912381
elenco,2.901458
juzgan,2.669317
cabildo,1.50515
hipocrático,2.146128
juro,4.64752
perjurar,1.146128
procurar,2.685742
equipara,1.755875
igualitaria,2.021189
jueza,3.095169
meditada,1.39794
autoengaño,1.579784
escusa,2.176091
excusarme,2.750508
razonando,1.924279
equitativos,1.146128
apropiados,2.840733
centrados,2.225309
equilibrados,2.004321
justicieros,2.021189
medidos,1.812913
reducidos,2.52763
criticado,2.517196
jugando,4.475787
ajusticiar,1.39794
refunfuñar,2.064458
kid,3.551938
karateca,1.591065
acaro,0.778151
aikido,1.748188
salda,1.929419
tomare,3.144574
gramo,2.970812
quilo,1.819544
millas,4.186419
libras,4.208925
chicles,2.891537
expresionismo,1.875061
aso,2.021189
lumpur,2.161368
minotauro,2.570543
fauno,2.340444
creta,2.568202
desviaciones,2.064458
dialéctica,2.41162
pintalabios,2.933487
rouge,3.051924
carnosos,2.212188
cosmética,2.292256
leporino,1.892095
estribor,3.505557
jornadas,2.303196
jornales,1.361728
trabajadas,1.579784
dexter,3.958946
matraz,1.863323
probetas,1.845098
pruebe,3.627571
domésticos,2.888741
pulse,2.683047
arador,1.322219
labra,1.591065
labranza,2.004321
quintero,2.004321
sembrador,1.672098
trabajdor,0.30103
llovido,2.668386
rizado,2.894316
amamantamiento,1.414973
lechoso,2.060698
lactar,1.414973
mandinga,1.431364
márgen,1.973128
ladillas,2.767898
trillos,0.69897
caco,1.623249
infractor,2.071882
ladronzuelo,2.571709
roban,3.471732
juancho,0.477121
overo,0.778151
ness,3.102091
embalses,1.778151
lacustre,0.69897
nigeria,2.857935
decaen,1.672098
mojadas,2.900367
lastimosamente,1.681241
lloriquear,2.931966
llorado,3.115611
lamido,2.133539
babosear,1.079181
lamber,0.69897
lamenta,3.256477
lucecita,2.399674
buzos,2.837588
mangosta,2.517196
mejillón,1.643453
saltarina,1.954243
chumbo,1.623249
transbordador,3.393048
largarse,3.331427
aventarse,1.518514
zambullirse,2.434569
grafitos,1.041393
extendida,2.652246
pal,2.576341
extendidas,2.338456
prolongadas,1.763428
sueltas,3.221153
nados,1.20412
sinuosos,1.544068
les,5.559079
lucecitas,2.123852
puntera,1.69897
rasguñado,1.716003
duelen,3.401056
fisuras,2.597695
hematomas,2.640481
met,3.065953
herirse,2.399674
dañarse,2.294466
atacarse,1.995635
botiquín,3.128399
cortarse,3.173478
herirte,3.463146
provocarse,1.672098
quebrantarse,1.278754
rasgarse,1.755875
dañoso,1.041393
latoso,2.431364
choclos,1.20412
apiladas,2.193125
hojalatas,1.556303
starbucks,2.890421
chocolatada,2.344392
pulsa,2.844477
sístole,1.079181
palpitante,2.303196
bombeo,2.469822
pulsaciones,2.658011
titilar,1.361728
sadomasoquista,2.100371
americanas,3.37858
caribeña,1.995635
degradada,2.049218
sureña,2.625312
venezolana,1.755875
sudamericano,2.283301
amino,1.39794
sudaca,1.959041
amerindia,0.845098
mercosur,0.845098
románticos,3.001734
cintia,2.209515
fidalgo,0.60206
figueroa,2.531479
laureado,1.832509
rosaura,1.30103
daba,4.129497
enjuaga,1.869232
lavo,3.181272
endoscopio,1.919078
enjuagado,1.113943
limpiado,3.350442
amoníaco,2.644439
lejía,2.828015
lavamanos,2.444045
enjugar,1.20412
lavandera,2.522444
centrifugado,1.770852
cartílago,2.588832
laxante,2.628389
lanzó,3.515741
flequillo,2.439333
honrados,3.073352
séquito,2.773786
milk,2.978181
pechuga,2.695482
chist,1.69897
plumífero,1.079181
enriquecedoras,1.322219
pantallas,3.041787
barlovento,2.292256
jones,4.180842
ojea,0.954243
visualiza,2.298853
lujuriosa,2.247973
nutrirme,1.278754
transferido,3.283527
tronos,2.193125
constitucional,2.776701
aceptados,2.563481
autorizados,2.907949
éticas,2.436163
legítimos,2.725095
lícito,2.012837
licitud,0.778151
normativas,1.623249
discute,3.000868
funcionaros,1.230449
parlamentarios,2.127105
legislatura,2.495544
leguminosas,0.778151
penumbras,1.934498
portos,1.681241
pupilas,3.094122
lontananza,1.0
despedidas,3.018284
tacones,3.271609
texano,2.369216
far,2.914343
ole,2.824126
extranjeras,3.028164
plantillas,2.178977
perezosa,2.775246
retrasada,3.145507
delicadamente,2.742725
fijamente,3.432488
tranquilamente,3.432007
frijol,2.61595
teja,2.281033
habichuelas,2.463893
ópticos,2.276462
paulatino,0.477121
discontinuado,1.361728
rezagado,2.354108
lerdos,2.0
quedados,1.462398
astillas,2.721811
madrea,1.146128
hachador,0.477121
decodifico,0.60206
disfruto,3.49052
tigra,0.90309
carniceros,2.773786
atigrado,1.690196
leopoldo,2.620136
print,1.919078
bubas,0.778151
lastimes,3.323252
mortífero,2.517196
versado,2.113943
fonemas,1.230449
leudar,0.30103
fermento,1.414973
royal,3.317227
iza,2.025306
recoge,3.69055
recoje,2.127105
izado,1.78533
leva,2.544068
desayunar,3.857755
erigirse,2.012837
izarse,1.041393
baje,3.971879
eleve,2.546543
elevo,2.252853
incorporé,1.845098
subí,3.439648
gasificada,1.230449
levemente,2.635484
sobrevuelo,1.690196
cumpliré,3.110926
papiro,2.326336
urbanas,2.49276
hitos,1.973128
iliana,1.633468
mentecato,2.448706
mezclad,1.462398
aguacil,1.724276
concede,3.246991
emancipa,0.477121
esclaviza,1.968483
independizar,1.491362
liberta,1.544068
emancipar,1.255273
libertar,1.740363
liberto,1.079181
patronato,1.672098
zafarse,2.61595
sobrevaluada,1.716003
licencioso,1.672098
promiscuidad,2.4843
alivió,2.053078
blancuzco,1.0
librero,2.472756
pizzería,2.887054
independientes,3.206556
desencadenados,1.20412
seamos,4.085968
enrolamiento,1.568202
librillo,1.079181
impresos,2.632457
aeronáutico,1.919078
liderados,2.454845
abanderar,0.69897
activista,2.882525
capitaneo,0.954243
capitanes,3.212454
comandantes,3.062206
trajinar,0.845098
porta,3.273464
estrechado,2.025306
reza,3.600646
dietético,2.152288
lijadora,1.80618
raspa,2.176091
dalila,2.372912
lirio,2.705864
asperezas,2.064458
omar,3.644636
acota,1.568202
acorrala,1.845098
bordea,1.986772
coarta,1.0
condiciona,1.778151
restringe,2.08636
impedimentos,2.158362
cercos,1.851258
condicionantes,1.079181
incapacidades,1.681241
controlada,3.263162
corra,3.540955
imitada,1.447158
censurado,2.230449
encasillado,1.869232
muto,2.143015
acorado,0.69897
limitarse,2.571709
encuadrar,1.69897
derivadas,1.838849
cotas,1.845098
beneficiencia,2.11059
mendicidad,1.643453
aseada,1.60206
parabrisas,3.247237
piar,1.812913
aseadas,0.778151
aseas,1.39794
desinfectadas,0.954243
higiénicas,1.568202
impecables,2.562293
inmaculadas,1.732394
netas,1.380211
perfumadas,2.243038
jabones,2.507856
aseados,1.755875
pulcros,1.518514
perfumados,1.94939
alargada,1.995635
cochazo,2.149219
elvis,3.577607
limo,2.801404
lujosa,2.729165
patricios,1.792392
pedigree,1.880814
pibas,1.70757
alejandro,3.627673
atril,1.94939
cisterna,2.935003
trapito,1.633468
quilombos,1.579784
embrollos,1.70757
enredos,2.374748
alborotos,2.40654
acuosa,1.70757
chirla,0.954243
diluida,2.004321
saldado,2.139879
ofertar,2.033424
finiquitó,0.778151
bebible,1.414973
fluyen,2.645422
sedosa,1.995635
tersa,1.982271
nómina,3.171434
nomina,1.892095
punteo,1.146128
preparadas,3.188084
agendas,2.44248
designados,2.367356
despiertas,3.335057
nominas,1.278754
practicas,3.003029
terminadas,2.460898
ready,2.95376
tablita,1.20412
sic,2.161368
lato,1.20412
literalmente,3.846461
metafórico,2.30963
cervantes,2.338456
litera,3.100715
mililitros,2.257679
superflua,1.963788
alivia,2.961895
room,3.080626
afta,1.230449
laceración,2.587711
ampollas,2.998695
aftas,1.518514
ulceras,1.556303
escaras,1.531479
apela,2.227887
invoca,2.324282
esperada,2.58995
telefonada,0.477121
gratuitas,2.334454
llamamiento,2.542825
telefónico,3.308564
licitación,2.045323
telefonear,3.000434
alpacas,1.770852
avisas,2.856729
buscas,4.106701
escandalosa,2.762679
notoria,2.235528
pomposa,1.939519
vistosas,1.447158
desinflada,1.919078
neuma,0.477121
pinchada,2.421604
lamentos,2.92737
lloros,2.064458
ondulada,1.80618
enclave,2.071882
interruptor,3.505828
cerraduras,3.204391
próximas,3.5989
desembarca,2.037426
kevin,4.246129
culminado,1.748188
arribando,2.292256
acercando,3.650502
aproximando,2.469822
entrando,3.997954
llenando,3.177248
repleta,2.884229
rebalsada,0.477121
traslada,2.49276
llueva,3.083144
viste,4.76189
soportable,2.447158
transportable,1.462398
consigo,4.176439
lagrimea,1.113943
plañe,0.30103
solloza,1.778151
lagrimear,1.414973
mariconeo,0.845098
lagrimeo,1.322219
llantina,0.30103
moqueo,1.380211
plañidero,1.079181
sufro,3.240549
chaparrón,2.143015
diluvia,1.875061
precipita,2.184691
chaparrones,1.857332
nieva,2.781755
truena,1.977724
aguacero,2.187521
precipitaciones,2.089905
abundantes,2.588832
charcos,2.635484
tropicales,2.807535
chubasco,1.763428
chubascos,1.875061
ruinoso,1.851258
lavable,1.477121
estepario,1.146128
canes,1.845098
chiflada,3.144574
cosmovisión,0.845098
elizabeth,4.14217
pirada,2.041393
bailable,1.913814
territorial,2.607455
oriundos,1.50515
regionales,2.988113
zonales,0.954243
sonorizar,0.30103
dementes,2.948413
desequilibradas,1.477121
insanas,1.361728
cabras,3.34772
chifladas,2.0086
enfermas,3.108565
gritonas,1.414973
lelas,0.477121
lobas,1.643453
psiquiátricas,2.064458
balada,2.704151
chalado,2.940516
ferrocarriles,2.802089
locomotriz,0.778151
orates,1.230449
chiflados,3.085291
delirantes,2.245513
idos,2.62941
incapaces,3.026533
lunáticos,2.910624
pirados,2.045323
bocal,1.518514
abreu,1.477121
insania,1.716003
involuntaria,2.403121
locutora,1.90309
demencias,0.69897
disparates,2.779596
divagaciones,2.220108
hazañas,2.937016
incoherencias,2.264818
invenciones,2.451786
manías,2.557507
psicopatía,1.968483
fontana,2.38739
empantanado,1.70757
ilógica,2.09691
racionamiento,2.617
pertrechos,2.123852
logotipo,2.558709
proyectó,2.120574
pudo,4.703506
grabo,2.665581
alcanzarlo,3.303844
finalizarlo,1.653213
indicarlo,1.851258
superarlo,3.697229
alcanzados,2.419956
cometidos,2.885926
conquistas,2.879096
máximos,2.190332
hermafrodita,2.350248
anélido,1.230449
gusanito,2.716003
resbalosa,2.113943
ardillas,3.248219
paris,3.978135
gerontología,1.278754
octogenario,1.681241
cook,3.323665
espejos,3.446692
borda,3.361728
manicomios,2.232996
melchor,1.681241
psiquiátricos,2.564666
roquero,2.318063
byron,3.273696
sir,4.304577
papagayo,2.260071
encofrado,1.20412
enlosado,0.30103
marquesinas,1.39794
hectárea,2.181844
elote,0.90309
ostenta,2.041393
modela,1.690196
armoniosas,1.079181
artificiales,3.585461
brillan,3.146438
faros,2.980458
focos,2.91169
lamparitas,1.556303
prendidas,2.439333
combatiente,2.843233
grecorromano,0.60206
monzón,2.597695
boxeadora,2.359835
conquistadora,1.70757
emprendedoras,1.255273
gladiadores,3.077731
combativos,1.380211
incansables,1.939519
peladores,0.90309
vengadores,2.664642
peleando,3.916927
reclamos,2.635484
pavonearse,2.399674
ludópata,1.20412
ludopatía,1.176091
jugamos,3.798858
pueblerino,2.522444
miguel,3.849911
gastón,2.749736
louis,4.099508
luisa,3.310268
boato,1.322219
gestualidad,0.778151
boatos,0.69897
extravagancias,2.09691
exuberancia,2.089905
cachonda,2.779596
alumbre,2.136721
irradiar,1.732394
peca,2.350248
eclipse,3.178977
selene,2.609594
melanoma,2.367356
tumoraciones,0.30103
holmes,3.839164
abrillantar,2.0
barnizar,1.531479
betún,2.561101
caoba,2.568202
laca,2.647383
lustro,1.851258
celia,3.382377
fulmine,1.612784
maquiavelismo,0.69897
macetero,1.748188
panceta,2.506505
achacar,1.477121
recriminar,1.278754
cortador,2.698101
ponce,2.392697
neologismo,0.778151
chovinismo,1.146128
sexista,2.685742
cabrío,2.372912
machote,2.675778
hembras,3.272538
compacta,2.313867
abadejo,1.60206
madejas,1.20412
leño,2.40824
carpinterías,0.778151
sustituta,2.959518
mana,2.267172
mamita,3.227887
teresa,3.659821
comadres,1.568202
dadoras,0.30103
guardias,4.19036
madronas,0.69897
primeras,3.931
progenitora,1.113943
hibernación,2.7348
comadre,2.149219
fermina,2.123852
adulta,3.439648
envejecida,1.748188
pedagoga,1.079181
educadoras,0.60206
profesoras,2.356026
jardineras,1.176091
ladys,1.278754
italiana,3.535294
deshonestos,2.334454
gángster,3.147058
negociados,1.690196
sicilia,3.310906
tony,4.55375
buñuelo,2.30103
borras,2.08636
oscurantismo,1.662758
fantas,0.954243
súbita,2.764176
trágica,3.236033
envergadura,2.515874
hechiceros,2.673942
artífices,1.623249
ilusionista,2.287802
ilusionistas,1.633468
desgrasado,0.69897
desgrasada,0.845098
quedo,4.307539
mazorca,2.4843
bellisimo,1.591065
bombonera,1.342423
desalmada,2.290035
nociva,1.716003
perversa,2.990783
chorra,1.653213
agresivas,2.651278
egoístas,3.102777
habas,2.469822
inicuas,0.69897
nocivas,1.69897
peores,4.006252
perversas,2.40654
tóxicas,2.311754
descargarse,2.367356
imprecar,0.30103
expiar,2.453318
embrujada,2.947434
diabólica,2.865104
enemiga,3.303844
lisiada,2.477121
maldecida,2.136721
malito,1.880814
remito,2.1959
vengativo,2.774517
guillermo,3.038223
ajustable,2.139879
cayos,2.556303
groserías,2.761928
jaimito,1.880814
malinterpretado,2.594393
brujerías,2.08636
contras,2.775974
inevitables,2.611723
machismos,0.477121
portafolios,2.900367
bie,2.431364
foresta,1.342423
gastadora,0.778151
malversar,1.50515
procaz,1.278754
choro,1.30103
ciclotimia,0.60206
brujita,2.049218
moldavia,2.089905
saña,1.929419
doloso,1.799341
intencionado,2.536558
voldemort,3.205746
truhan,0.69897
separador,2.322219
antagonistas,1.60206
intencionados,1.892095
jodidos,3.780677
mueran,3.488127
villanos,3.281715
masajeador,1.886491
ultrajador,0.845098
trecho,2.793092
enredadora,0.778151
madrastras,1.491362
endiablado,2.089905
malvavisco,2.657056
despropósito,1.447158
nuestras,4.906997
sanguijuela,2.814248
descuidados,2.663701
fechorías,2.482874
incultura,1.079181
sabandijas,2.519828
vividores,2.017033
adela,2.618048
antonia,2.924279
barbara,3.681332
leah,3.243782
loquita,2.330414
richard,4.373409
supervisores,2.686636
zafarrancho,2.117271
quiste,2.74351
enterizo,1.176091
overol,2.38739
zopenco,2.369216
lactante,1.633468
mamón,3.185825
manatí,2.089905
vacunos,1.342423
callada,3.437909
lobato,1.681241
cantarina,1.342423
vertiente,1.929419
aureolas,1.431364
canchas,2.44248
salpicadura,2.593286
tintas,2.44248
mandala,2.511883
recados,3.137037
ordenados,2.437751
jefas,1.799341
imperatividad,0.477121
ancestrales,2.683947
establecidos,2.558709
legados,2.056905
ordenamientos,0.477121
ordenanzas,2.58995
quijada,2.776701
fauces,2.465383
matrícula,3.63729
leoninos,1.0
asequible,2.164353
maniobrable,1.662758
manubrio,2.247973
conduzco,3.440909
aparejo,2.394452
encamino,1.491362
reta,2.371068
bañeras,2.356026
destacadas,1.924279
mareas,2.912753
hurta,1.146128
chicharra,1.778151
valenzuela,1.857332
cacahuate,2.519828
cacahuete,2.998259
cate,3.07664
hiper,2.305351
loquitos,1.851258
mega,2.841985
obseso,2.158362
estúpidas,3.585799
revelación,3.390759
proclamo,2.330414
edicto,2.346353
perilla,2.694605
amenazado,3.412124
atribulado,1.832509
intervenido,2.869818
toqueteado,1.431364
fer,2.079181
maquinador,1.623249
manicura,3.03623
maniobrar,2.812913
marquesina,2.178977
mill,2.674861
carpo,1.556303
tendida,2.720159
versatilidad,1.755875
toquetear,1.924279
meningitis,2.748188
palacete,1.633468
victoriana,2.587711
mansa,1.913814
flecos,2.285557
margarina,2.356026
meda,1.778151
teka,0.954243
sostenerse,2.768638
sustentarse,1.799341
equilibrarse,2.082785
independizarse,2.11059
mantengo,3.550717
perpetuarse,1.176091
cuarentón,2.033424
gigoló,2.639486
provistos,2.037426
sostenimiento,1.908485
sustenta,2.25042
tortuguita,2.056905
palimpsesto,1.0
papiros,1.50515
vede,1.623249
arenosas,1.612784
jugosas,2.41162
manzanero,1.447158
postergación,1.944483
albas,0.954243
amaneceres,2.155336
albores,2.257679
auroras,1.799341
despertares,1.518514
madrugadas,1.361728
tretas,2.38739
artimañas,2.643453
manejos,1.740363
remilgado,2.071882
reconstrucción,3.190051
cosmético,1.934498
automatizado,2.212188
martinete,1.792392
mecanismos,2.833147
equipamiento,3.169086
hidráulica,2.655138
robots,3.739097
hawai,3.424065
sonaja,1.255273
travestis,2.485721
caracas,2.595496
natividad,2.20412
ataña,1.041393
encandilado,1.826075
estallado,2.767156
extrañado,3.085647
esplendorosa,1.995635
registrada,3.240549
grifa,1.041393
slogan,2.372912
apuntan,3.097604
asignado,3.414305
signado,0.90309
marcapasos,2.751279
rotulador,2.389166
señaladores,1.799341
separadores,1.740363
adidas,2.053078
laceraciones,2.697229
latigazos,2.898725
mercenarios,3.19173
altamar,2.0
emborrachado,2.519828
titubeante,1.623249
vértigos,1.643453
potras,1.50515
turbios,2.158362
belén,2.735599
deshojar,1.041393
bajen,3.848312
tulipa,0.845098
marginar,1.20412
apreciaciones,1.447158
pobrezas,0.90309
suburbios,3.232234
inés,2.859739
regina,3.360215
miedosos,2.139879
cannabis,2.717671
mercante,2.677607
oceánica,2.201397
marín,2.290035
sub,2.865104
aten,2.545307
tecnicolor,1.977724
acabándose,2.161368
libélulas,2.298853
muertas,3.710202
sánchez,3.311542
vaquita,1.973128
anchoas,2.704151
calamares,2.803457
crustáceos,2.212188
mejillones,2.528917
oceánico,2.260071
navegable,1.50515
mercadeo,2.645422
multinacionales,2.49276
cafés,3.337659
camisetas,3.345374
castaños,2.532754
cueros,2.592177
parados,3.496099
embarques,2.376577
suplico,3.735439
karl,3.868879
meno,1.90309
puticlub,1.690196
tailandés,2.646404
kinesiología,1.230449
quiropráctico,2.623249
relajamiento,1.869232
tailandesa,2.766413
thai,2.665581
curativos,2.311754
terapias,2.563481
aglomeraciones,1.60206
amasas,1.30103
gebre,0.30103
runa,2.1959
sasha,3.486147
andesita,0.477121
sillita,2.064458
trufas,2.83187
diseminado,1.799341
class,2.367356
postgrado,2.475671
mastín,1.819544
trinquete,2.079181
autoerotismo,0.845098
autosatisfacción,1.361728
onanismo,1.380211
toqueteo,2.064458
complacerse,1.919078
satisfacerse,2.247973
hari,2.931458
arrasa,2.334454
asesinó,3.772981
cadillacs,2.292256
toreros,2.232996
asesinatos,4.088101
matadero,3.210051
embarazar,2.322219
aritméticas,0.845098
cerebrito,2.796574
galileo,2.978181
parábola,2.376577
antimateria,2.923244
dialéctico,1.491362
existencialismo,2.037426
asignaturas,2.344392
aprobadas,2.243038
fecales,1.908485
paterna,2.748188
progenie,2.269513
amargos,2.40654
bombillas,2.698101
cebar,1.716003
gradación,0.90309
gradaciones,0.845098
matisse,2.482874
perspectivas,2.910091
colorea,1.623249
veta,2.778874
muero,4.117205
delinco,1.079181
elimino,2.457882
quemo,2.993436
casales,1.431364
ceno,2.651278
maxilofacial,1.041393
azteca,2.729974
mayormente,3.24403
automática,3.223496
reparador,2.696356
engranajes,2.687529
automatismo,1.568202
relojería,2.463893
encenderla,2.810904
mechón,2.853698
milagrosa,2.887617
frió,2.893762
conciliación,1.995635
interactiva,2.230449
moderador,1.934498
pacifista,2.764176
bollos,3.100026
croissants,2.378398
cruasán,1.724276
intermedia,2.450249
medianera,1.322219
sueno,2.984527
interviene,2.607455
calcetines,3.652053
zoquetes,2.012837
mensurable,1.732394
abstenerse,2.466868
justificable,2.161368
pensable,0.90309
sanadora,2.243038
sanarse,2.029384
silvina,0.954243
paliativo,1.70757
predicamento,2.217484
calmantes,2.974972
carísimos,1.94939
prescripciones,2.25042
especialidades,2.640481
curativo,2.426511
antídoto,3.473195
farmacéutica,2.923762
escalas,2.855519
gráficas,2.630428
curador,2.513218
pediatra,2.931966
sanadores,1.94939
estructurados,1.361728
extremas,2.992111
prontas,1.380211
cuantificación,0.845098
talles,1.973128
tomadas,3.162266
circunspecto,1.591065
cuantificado,1.113943
mitas,1.322219
audiovisuales,1.959041
comunicativos,1.50515
masivos,2.599883
naranjos,2.068186
mesurar,0.477121
budista,2.983626
guiada,2.746634
introversión,1.176091
tentáculo,2.499687
sonrojadas,1.230449
recupera,3.332438
repunte,1.672098
optimizando,0.477121
perfeccionado,2.661813
reformado,2.732394
espiritualmente,2.658965
barriales,0.69897
cuidas,3.207634
reformas,2.914872
best,3.19201
insuperables,1.94939
volvemos,4.039216
sinsabores,1.568202
nostálgico,2.660865
melenita,0.778151
trillizos,2.432969
medías,1.716003
melisa,2.060698
pastaflora,0.30103
cartelito,1.633468
freddy,3.783332
momo,2.896526
versículos,2.089905
honorífica,2.025306
atribución,1.322219
honorifica,0.954243
nombrado,3.420781
cuyo,3.848497
viñedos,2.580925
menguar,1.763428
decreciente,1.643453
escampa,1.079181
abusadores,2.50515
infancias,1.681241
minimizando,1.778151
menoscabado,0.778151
minusvalorado,0.845098
ninguneo,0.477121
